d3mIndex,mido,pmid,py,py2,py3,terriss,riveriss,mariss,terrAtt,rivAtt,marAtt,minpol,rbal,lnkmdist
18692,0,0,42,1764,74088,0,0,0,0,0,0,-9,0.823026315789474,8.34593026197902
13576,0,0,26,676,17576,0,0,0,0,0,0,-6,0.0571351204982399,8.65014941866486
600,0,0,23,529,12167,0,0,0,0,0,0,-5,0.469355073518707,8.34450508359052
16228,0,0,1,1,1,0,0,0,0,0,0,NA,0.0760842627013631,7.07496319796604
12405,0,0,46,2116,97336,0,0,0,0,0,0,-9,0.218080507253338,8.65329627440858
10846,0,0,17,289,4913,0,0,0,0,0,0,0,0.194726553187431,8.6569551337914
2666,0,1,21,441,9261,1,0,0,0,0,0,-10,0.979143019296254,6.97447891102505
13278,0,0,42,1764,74088,0,0,0,0,0,0,-9,0.433486741179049,7.29369772060144
1448,0,0,23,529,12167,0,0,0,0,0,0,-9,0.111824497465976,8.5131851700187
4405,0,1,2,4,8,1,1,0,0,0,0,-10,0.103039653361345,5.37063802812766
7653,0,0,44,1936,85184,0,0,0,0,0,0,-5,0.0383889780421934,8.21093973337902
5677,0,1,23,529,12167,0,0,0,0,0,0,6,0.00522373349103095,7.76556908109732
16469,0,0,3,9,27,0,0,0,0,0,0,NA,0.000343253540363741,8.65277248565806
7144,0,0,39,1521,59319,0,0,0,0,0,0,8,0.0499704040624319,9.10952506673737
15903,0,0,3,9,27,0,0,0,0,0,0,NA,0.33265306122449,7.97899637085411
13590,0,0,12,144,1728,0,0,0,0,0,0,6,0.0316672711087666,8.71588010229646
611,0,0,34,1156,39304,0,0,0,0,0,0,-2,0.953010211153722,8.34450508359052
4944,0,0,34,1156,39304,0,0,0,0,0,0,2,0.00792178798112668,8.72745411689943
22351,0,0,60,3600,216000,0,0,0,0,0,0,-8,0.11259760825643,7.96485088744731
22153,0,0,81,6561,531441,0,0,0,0,0,0,-10,0.11498757817185,7.65964295456468
12346,0,0,69,4761,328509,0,0,0,0,0,0,-8,0.461226146975233,8.52218073292728
18548,0,0,78,6084,474552,0,0,0,0,0,0,-7,0.181020226434296,8.10681603894705
10781,0,0,23,529,12167,0,0,0,0,0,0,-9,0.684928492849285,8.54012816269873
6709,0,0,24,576,13824,0,0,0,0,0,0,2,0.0852440087659354,8.75998249497728
23184,0,0,39,1521,59319,0,0,0,0,0,0,6,0.0187658982193994,7.53796265976821
5415,1,1,0,0,0,1,1,1,1,1,1,10,0.0845296759315451,6.59441345974978
14829,0,0,3,9,27,0,0,0,0,0,0,8,0.0299151888974557,8.56845648535378
19868,0,0,33,1089,35937,0,0,0,0,0,0,-10,0.119475438342269,8.04686951095958
22808,0,0,67,4489,300763,0,0,0,0,0,0,-9,0.0331809512276346,8.68558484267669
9956,0,0,72,5184,373248,0,0,0,0,0,0,-7,0.129751357530723,7.02997291170639
6213,0,1,8,64,512,1,0,0,0,0,0,-3,0.000354781486856959,8.04012466444838
19812,0,0,67,4489,300763,0,0,0,0,0,0,-1,0.31530288395198,7.52131798019924
13659,0,0,25,625,15625,0,0,0,0,0,0,9,0.384229957805907,7.52617891334615
6215,0,1,10,100,1000,1,0,0,0,0,0,-3,0.000537852027508643,8.04012466444838
15396,0,0,0,0,0,0,0,0,0,0,0,NA,0.000935943514987867,6.4377516497364
5903,0,1,21,441,9261,0,0,1,0,0,1,-3,0.0839408404569785,8.01433573729942
6668,0,0,53,2809,148877,0,0,1,0,0,0,-5,0.0714836846952236,8.52555810774787
20768,0,0,58,3364,195112,0,0,0,0,0,0,-1,0.757491931765791,6.93537044601511
23409,0,0,15,225,3375,0,0,0,0,0,0,-7,0.00692347635440506,8.49515206053936
10660,0,0,44,1936,85184,0,0,0,0,0,0,-9,0.0303009310574152,8.43836641087027
18894,0,0,64,4096,262144,0,0,0,0,0,0,-5,0.178262450018175,8.64909826229618
9877,0,0,78,6084,474552,0,0,0,0,0,0,-7,0.246848193397453,7.15148546390474
22439,0,0,58,3364,195112,0,0,0,0,0,0,-8,0.0152185081969765,8.56063574925907
7857,0,0,38,1444,54872,0,0,0,0,0,0,-8,0.0155066428713068,8.24852912480022
23082,0,0,7,49,343,0,0,0,0,0,0,-5,0.0462973760932945,7.13169851046691
20318,0,0,33,1089,35937,0,0,0,0,0,0,-8,0.0210821038635608,8.72631895096224
15261,0,0,1,1,1,0,0,0,0,0,0,NA,0.983293556085919,3.43398720448515
23557,0,0,23,529,12167,0,0,0,0,0,0,-9,0.255105246622683,8.48652777710535
23587,0,0,53,2809,148877,0,0,0,0,0,0,-8,0.564894564894565,8.48652777710535
4387,0,1,46,2116,97336,1,1,0,0,0,0,-9,0.104099499534608,5.37063802812766
19398,0,0,29,841,24389,0,0,0,0,0,0,5,0.105304580513143,6.75809450442773
22952,0,1,2,4,8,0,0,0,0,0,0,-8,0.348927875243665,5.82008293035236
9188,0,0,27,729,19683,0,0,0,0,0,0,-2,0.734272519113595,8.75904072752422
10392,0,0,28,784,21952,0,0,0,0,0,0,-10,0.312527472527473,7.01750614294126
15333,0,0,1,1,1,0,0,0,0,0,0,NA,0.00769556921772313,8.00770001288403
3128,0,1,17,289,4913,0,0,0,0,0,0,-10,0.0546107317073171,7.68616230349291
1850,0,0,10,100,1000,0,0,0,0,0,0,-6,0.00205426279435476,7.81075811652936
6247,0,1,26,676,17576,0,0,0,0,0,0,-8,0.0006671813004122,8.04012466444838
3328,0,0,66,4356,287496,0,0,0,0,0,0,-9,0.172158841165395,8.02518932189084
13179,0,0,9,81,729,0,0,0,0,0,0,-9,0.317959183673469,7.49164547360513
8942,0,0,36,1296,46656,0,0,0,0,0,0,-7,0.164850238641061,8.6447065117152
21334,0,0,48,2304,110592,0,0,0,0,0,0,-8,0.467334208798424,8.30745932701195
13125,0,0,37,1369,50653,0,0,0,0,0,0,-9,0.422235363690124,7.54168309988211
7694,0,0,15,225,3375,0,0,0,0,0,0,5,0.0196192896306217,8.1978140322212
9400,0,0,69,4761,328509,0,0,0,0,0,0,-8,0.3000325414904,8.8446246833853
17857,0,0,15,225,3375,0,0,0,0,0,0,-6,0.0130271942680345,7.56268124672188
2809,0,0,86,7396,636056,0,0,0,0,0,0,-8,0.0975219824140687,7.82724090175281
2835,0,1,0,0,0,1,0,0,1,0,0,-9,0.543383746423396,7.79358680337158
13709,0,1,1,1,1,0,0,0,0,0,0,NA,0.0256375838926175,7.46908388492123
16458,0,0,6,36,216,0,0,0,0,0,0,NA,0.00642142626653759,8.46463594067756
14008,0,0,23,529,12167,0,0,1,0,0,0,9,0.0772628304821151,6.43454651878745
3992,0,1,1,1,1,0,0,0,0,0,0,-3,0.0373647002436394,6.91075078796194
919,0,0,34,1156,39304,0,0,0,0,0,0,-9,0.585823357526628,7.43248380791712
14693,0,0,11,121,1331,0,0,0,0,0,0,-7,0.00516361826552196,8.13064796816058
16172,0,0,7,49,343,0,0,0,0,0,0,NA,0.00607857672349889,8.01301211036892
17117,0,0,2,4,8,0,0,0,0,0,0,-9,0.0335926963377944,8.80866806210672
23558,0,0,24,576,13824,0,0,0,0,0,0,-9,0.255210003206156,8.48652777710535
6270,0,1,21,441,9261,0,0,0,0,0,0,-8,0.00201611629452988,8.04012466444838
19233,0,1,8,64,512,0,0,0,0,0,0,-9,0.450503018108652,5.14166355650266
2149,0,0,52,2704,140608,0,0,0,0,0,0,-5,0.795500077053475,7.66199755890189
14049,0,0,12,144,1728,0,0,0,0,0,0,1,0.197784810126582,6.76041469108343
6542,0,0,36,1296,46656,0,0,0,0,0,0,-3,0.39838138004818,8.29579811063615
4716,0,1,2,4,8,0,0,1,0,0,0,-5,0.00627121876788098,8.3696208269491
22093,0,0,21,441,9261,0,0,0,0,0,0,-9,0.226773226773227,7.65964295456468
14754,0,0,0,0,0,0,0,0,0,0,0,NA,0.0446428571428571,8.35537989525363
928,0,0,43,1849,79507,0,0,0,0,0,0,-3,0.761556436045921,7.43248380791712
16246,0,0,1,1,1,0,0,0,0,0,0,NA,0.00510221040385574,7.87473912517181
3011,0,0,18,324,5832,0,0,0,0,0,0,2,0.696012732450997,8.08147504013705
8152,0,0,6,36,216,0,0,0,0,0,0,-4,0.0140048478319418,8.42551640284433
9270,0,0,24,576,13824,0,0,0,0,0,0,1,0.246191121514517,8.83010431791379
19697,0,0,81,6561,531441,0,0,0,0,0,0,-10,0.088023644307376,7.72090525193678
23694,0,0,20,400,8000,0,0,0,0,0,0,5,0.014559968518987,8.62927109482159
19147,0,1,19,361,6859,0,0,0,0,0,0,-3,0.244916267942584,5.84354441703136
23479,0,0,15,225,3375,0,0,0,0,0,0,2,0.0389969127444077,8.13064796816058
16831,0,0,76,5776,438976,0,0,0,0,0,0,-6,0.0879544860057546,8.04622910107538
3294,0,0,32,1024,32768,0,0,0,0,0,0,-10,0.225251765857752,8.02518932189084
2456,0,0,89,7921,704969,0,0,0,0,0,0,8,0.237507536262723,8.37124213593193
5552,0,1,7,49,343,1,0,0,0,0,0,0,0.00206262308559088,7.73455884435476
18850,0,0,20,400,8000,0,0,0,0,0,0,-9,0.222713864306785,8.64909826229618
23191,0,0,46,2116,97336,0,0,0,0,0,0,6,0.0237643343593997,7.53796265976821
12176,0,0,63,3969,250047,0,0,0,0,0,0,-9,0.0322875058451034,8.40312823512826
24112,0,0,15,225,3375,0,0,0,0,0,0,-3,NA,6.91075078796194
15036,0,0,15,225,3375,0,0,0,0,0,0,-10,0.045632333767927,7.97453284413023
8772,0,0,36,1296,46656,0,0,0,0,0,0,-1,0.399521258406474,7.86480400332846
13538,0,0,16,256,4096,0,0,0,0,0,0,-8,0.452791581408945,8.56044423341055
19893,0,0,58,3364,195112,0,0,0,0,0,0,-1,0.105934255124549,8.04686951095958
5240,0,0,60,3600,216000,0,0,0,0,0,0,-1,0.0314750716449324,9.02617712030286
650,0,0,73,5329,389017,0,0,0,0,0,0,6,0.707553744705945,8.34450508359052
18342,0,0,1,1,1,0,0,0,0,0,0,2,0.106333072713057,8.20001364817543
20585,0,1,0,0,0,1,0,1,1,0,1,-3,0.918478260869565,5.50938833662798
9513,0,0,31,961,29791,0,0,0,0,0,0,-9,0.191975448965674,7.23056315340929
21494,0,0,28,784,21952,0,0,0,0,0,0,-6,0.0866010899906952,8.62479120201426
13687,0,0,1,1,1,0,0,0,0,0,0,NA,0.0244939271255061,7.45645455517621
1178,0,0,23,529,12167,0,0,0,0,0,0,-9,0.747040101845958,7.97315543344413
11827,0,0,81,6561,531441,0,0,0,0,0,0,6,0.165910096142654,7.3790081276283
9484,0,0,2,4,8,0,0,0,0,0,0,-3,0.127417815942406,7.23056315340929
6782,0,0,27,729,19683,0,0,0,0,0,0,7,0.915870488322718,8.89316082873538
21855,0,0,29,841,24389,0,0,0,0,0,0,-10,0.243449781659389,6.53813982376767
10676,0,0,60,3600,216000,0,0,0,0,0,0,-9,0.017880267202244,8.43836641087027
8498,0,0,5,25,125,0,0,0,0,0,0,10,0.0570694087403599,7.49776170062257
537,0,0,50,2500,125000,0,0,0,0,0,0,-5,0.125932126008218,8.23244015847034
10461,0,0,2,4,8,0,0,0,0,0,0,-10,0.121755418785122,7.75876054415766
14478,0,0,19,361,6859,0,0,0,0,0,0,-10,0.791231732776618,8.01994168767737
14371,0,0,5,25,125,0,0,0,0,0,0,-6,0.102153979832163,8.33495163142245
4628,0,0,2,4,8,0,0,0,0,0,0,7,0.000320833744658647,8.36007143564403
11218,0,0,14,196,2744,0,0,0,0,0,0,NA,0.0088293162813576,7.21081845347222
4080,0,0,12,144,1728,0,0,0,0,0,0,-3,0.294231646146831,6.91968384984741
11642,0,0,20,400,8000,0,0,0,0,0,0,-5,0.214390172565078,7.37525577800975
13647,0,0,13,169,2197,0,0,0,0,0,0,8,0.354079933388843,7.52617891334615
15605,0,0,3,9,27,0,0,0,0,0,0,NA,0.4775,6.3818160174061
15338,0,0,6,36,216,0,0,0,0,0,0,NA,0.005879726108961,8.00770001288403
579,0,0,2,4,8,0,0,0,0,0,0,0,0.349282773276664,8.34450508359052
5385,0,0,25,625,15625,0,0,1,0,0,0,10,0.0443957292110346,6.59441345974978
19156,0,1,28,784,21952,0,0,0,0,0,0,-6,0.336591868473673,5.84354441703136
22050,0,1,53,2809,148877,0,0,0,0,0,0,-8,0.0601382074138773,7.36201055125973
2451,0,0,84,7056,592704,0,0,0,0,0,0,8,0.207026167413619,8.37124213593193
4117,0,0,49,2401,117649,0,0,0,0,0,0,-5,0.452869087160692,6.91968384984741
2056,0,0,49,2401,117649,0,0,0,0,0,0,2,0.0553756872327428,8.23747928861363
8943,0,0,37,1369,50653,0,0,0,0,0,0,-7,0.154821308159137,8.6447065117152
5538,0,0,8,64,512,1,0,0,0,0,0,-3,0.00244102777112018,7.73455884435476
19596,0,0,70,4900,343000,0,0,0,0,0,0,-1,0.0761197493618009,7.48829351515943
13173,0,0,3,9,27,0,0,0,0,0,0,-3,0.29418303075213,7.49164547360513
9242,0,0,81,6561,531441,0,0,0,0,0,0,-7,0.84381028200496,8.75904072752422
21395,0,0,19,361,6859,0,0,0,0,0,0,-6,0.680473372781065,8.61558951327243
10522,0,0,48,2304,110592,0,0,0,0,0,0,-9,0.556092176072858,7.68570306123455
3586,0,1,19,361,6859,0,0,0,0,0,0,-9,0.58420085731782,7.29979736675816
14060,0,0,8,64,512,0,0,0,0,0,0,5,0.933239634574842,7.71154897962915
14406,0,0,3,9,27,0,0,0,0,0,0,-5,0.535639849937474,8.06808962627824
7718,0,0,39,1521,59319,0,0,0,0,0,0,-1,0.0154521947724228,8.1978140322212
709,0,0,42,1764,74088,0,0,0,0,0,0,5,0.345577289702541,8.43468076984177
2291,0,0,14,196,2744,0,0,0,0,0,0,-3,0.176933109744736,8.23403420769204
12500,0,0,59,3481,205379,0,0,0,0,0,0,-9,0.0813024128848657,8.69332898912311
15854,0,0,3,9,27,0,0,0,0,0,0,NA,0.00767899291896145,8.58597270681106
5393,0,0,33,1089,35937,0,1,1,0,0,0,10,0.0456996694303056,6.59441345974978
10031,0,0,62,3844,238328,0,0,0,0,0,0,-7,0.170911996803516,7.14045304310116
18507,0,0,37,1369,50653,0,0,0,0,0,0,-9,0.347048550471533,8.10681603894705
15019,0,0,22,484,10648,0,0,0,0,0,0,6,0.0257708922985252,8.07121853996986
1078,0,0,13,169,2197,1,0,0,0,0,0,-6,0.0740548056640717,8.16394095475501
7678,0,0,69,4761,328509,0,0,0,0,0,0,3,0.0632139763683015,8.21093973337902
16119,0,0,3,9,27,0,0,0,0,0,0,NA,0.465853658536585,6.18001665365257
6390,0,1,21,441,9261,1,0,0,0,0,0,-3,0.000230591941375832,8.10922495308995
6921,0,0,26,676,17576,0,0,0,0,0,0,-9,0.0216632574789056,8.99156227817161
5223,0,0,43,1849,79507,0,0,0,0,0,0,5,0.0224929853179189,9.02617712030286
18690,0,0,40,1600,64000,0,0,0,0,0,0,-9,0.800983146067416,8.34593026197902
8756,0,0,20,400,8000,0,0,0,0,0,0,-3,0.237697810535443,7.86480400332846
1111,0,0,46,2116,97336,0,0,0,0,0,0,-10,0.0962887804878049,8.16394095475501
10073,0,0,19,361,6859,0,0,0,0,0,0,-3,0.111217049915872,7.16472037877186
5467,0,1,3,9,27,1,0,0,0,0,0,3,0.00726326011422354,7.50273821075485
17270,0,0,65,4225,274625,0,0,0,0,0,0,-6,0.329491707710546,8.79133399330135
16602,0,0,66,4356,287496,0,0,0,0,0,0,-6,0.444642475226349,8.06117135969092
11224,0,0,4,16,64,0,0,0,0,0,0,NA,0.0134785005512679,7.17548971362422
8637,0,0,25,625,15625,0,0,0,0,0,0,-9,0.550349571493009,7.68937110752969
19934,0,0,9,81,729,0,0,0,0,0,0,-3,0.0130660740382038,8.60116662519242
23842,0,1,26,676,17576,0,0,0,0,0,0,-3,0.877528089887641,6.25958146406492
5008,0,0,8,64,512,0,0,0,0,0,0,-3,0.000868139715374193,8.90693533905917
12017,0,0,68,4624,314432,0,0,0,0,0,0,-5,0.745406266595858,7.71957398925958
11111,0,1,1,1,1,0,0,0,0,0,0,-7,0.602918479023432,5.50533153593236
4385,0,1,44,1936,85184,1,1,0,0,0,0,-9,0.0983579251280485,5.37063802812766
12755,0,0,4,16,64,0,0,0,0,0,0,-9,0.0303349440383265,8.02715010683277
22829,0,0,88,7744,681472,0,0,0,0,0,0,-1,0.128361155986358,8.68558484267669
240,0,1,7,49,343,1,0,0,0,0,0,-9,0.896436920025501,7.539027055824
5017,0,0,17,289,4913,0,0,0,0,0,0,-3,0.000525338355600795,8.90693533905917
12804,0,0,53,2809,148877,0,0,0,0,0,0,-9,0.0695102475379292,8.02715010683277
5935,1,0,11,121,1331,0,0,0,0,0,0,-9,0.00234678921401987,8.0040315078527
610,0,0,33,1089,35937,0,0,0,0,0,0,-2,0.791614973262032,8.34450508359052
22217,0,0,16,256,4096,0,0,0,0,0,0,-3,0.370505992010652,7.37838371299671
9803,0,0,4,16,64,0,0,0,0,0,0,-9,0.461696658097686,7.15148546390474
4660,0,0,19,361,6859,0,0,0,0,0,0,-3,0.000919337688780855,8.3696208269491
12002,0,0,53,2809,148877,0,0,0,0,0,0,-9,0.637728937728938,7.71957398925958
2643,0,1,2,4,8,1,0,0,0,0,0,2,0.362476451447166,6.97447891102505
6487,0,0,51,2601,132651,0,0,0,0,0,0,7,0.33492545954552,8.41648848729461
3030,0,0,37,1369,50653,0,0,0,0,0,0,0,0.622633601117709,8.08147504013705
9371,0,0,40,1600,64000,0,0,0,0,0,0,0,0.608311384255195,8.8446246833853
6113,0,0,9,81,729,0,0,0,0,0,0,-6,0.00141609409365759,8.01433573729942
14999,0,0,2,4,8,0,0,0,0,0,0,0,0.0553935860058309,8.07121853996986
23410,0,0,16,256,4096,0,0,0,0,0,0,-7,0.00682194246344697,8.49515206053936
13852,0,0,7,49,343,0,0,0,0,0,0,0,0.5171581769437,7.24136628332232
1309,0,0,64,4096,262144,0,0,0,0,0,0,-9,0.0559351830619888,8.30251371851416
20788,0,0,78,6084,474552,0,0,0,0,0,0,-10,0.709732360097324,6.93537044601511
10395,0,0,31,961,29791,0,0,0,0,0,0,-10,0.0898027284326234,7.01750614294126
23273,0,0,19,361,6859,0,0,0,0,0,0,-1,0.104315476190476,7.14834574390007
1290,0,0,45,2025,91125,0,0,0,0,0,0,-9,0.291102160380813,8.30251371851416
11060,0,1,5,25,125,0,0,0,0,0,0,-9,0.63148745964738,5.50533153593236
6545,0,0,39,1521,59319,0,0,0,0,0,0,6,0.486829807782174,8.29579811063615
6460,0,0,24,576,13824,0,0,0,0,0,0,5,0.138405165303862,8.41648848729461
1219,0,0,64,4096,262144,0,0,0,0,0,0,-3,0.0762974852862493,7.97315543344413
13430,0,0,20,400,8000,0,0,0,0,0,0,9,0.118996177497092,7.60339933974067
7371,0,0,53,2809,148877,0,0,0,0,0,0,-3,0.0618642152060885,8.01532730902172
11574,0,0,23,529,12167,0,0,0,0,0,0,-8,0.321232123212321,7.41697962138115
5150,0,1,2,4,8,0,0,1,0,0,0,5,0.0106009918747527,8.98907006504365
22611,0,0,50,2500,125000,0,0,0,0,0,0,-8,0.648640483383686,8.55313931818971
14126,0,0,18,324,5832,0,0,0,0,0,0,-4,0.0208466700634502,8.08116577772543
23342,0,0,18,324,5832,0,0,0,0,0,0,2,0.0480313337456195,7.85205020726589
13813,0,0,24,576,13824,0,0,0,0,0,0,-10,0.20104643557881,7.31521838975297
24634,0,0,15,225,3375,0,0,0,0,0,0,-3,NA,8.56978564153541
15760,0,0,8,64,512,0,0,0,0,0,0,NA,0.064388961892247,6.72142570079064
17072,0,0,47,2209,103823,0,0,0,0,0,0,-6,0.0935771099293497,8.55929436743487
8473,0,0,14,196,2744,0,0,0,0,0,0,6,0.0511140235910878,7.49609734517596
14217,0,0,25,625,15625,0,0,0,0,0,0,-6,0.137625666896527,8.50875771259514
2067,0,0,60,3600,216000,0,0,0,0,0,0,2,0.0568486848608819,8.23747928861363
9704,0,0,6,36,216,0,0,0,0,0,0,NA,0.000593569170196266,7.6685611080159
23970,0,0,86,7396,636056,0,0,0,0,0,0,-8,0.072328142095584,6.63331843328038
10933,0,0,33,1089,35937,0,0,0,0,0,0,-9,0.0472634398900657,8.70566247879643
8915,0,0,9,81,729,0,0,0,0,0,0,-3,0.162531883013645,8.6447065117152
14601,0,0,6,36,216,0,0,0,0,0,0,9,0.00323702863096013,6.78332520060396
1301,0,0,56,3136,175616,0,0,0,0,0,0,-9,0.0507143118126347,8.30251371851416
1519,0,0,4,16,64,0,0,0,0,0,0,-3,0.689622462530829,8.52436739516424
15648,0,0,14,196,2744,0,0,0,0,0,0,NA,0.00471871713985279,8.0481491016652
22863,0,0,32,1024,32768,0,0,0,0,0,0,-3,0.137364798426745,8.70731756027321
1518,0,0,3,9,27,0,0,0,0,0,0,-3,0.864870012379773,8.52436739516424
14725,0,0,19,361,6859,0,0,0,0,0,0,-3,0.000943527678802476,8.13153071060425
13717,0,0,3,9,27,0,0,0,0,0,0,NA,0.0340782122905028,7.46049030582534
8932,0,0,26,676,17576,0,0,0,0,0,0,-10,0.178688280045746,8.6447065117152
8414,0,0,15,225,3375,0,0,0,0,0,0,-3,0.0038200760707789,7.80098207125774
14305,0,0,5,25,125,0,0,0,0,0,0,NA,0.0115211267605634,5.75257263882563
19492,0,0,53,2809,148877,0,0,0,0,0,0,-6,0.420053595355069,7.2086003379602
18740,0,0,0,0,0,0,0,0,0,0,0,-4,0.369054552514075,8.6447065117152
15724,0,0,10,100,1000,0,0,0,0,0,0,NA,0.0132717068339386,7.58984151218266
23693,0,0,19,361,6859,0,0,0,0,0,0,5,0.0103635369080883,8.62927109482159
21652,0,0,6,36,216,0,0,0,0,0,0,-6,0.265302426657008,8.75872660784204
22536,0,0,65,4225,274625,0,0,0,0,0,0,-8,0.40742814483016,8.22335889947926
15315,0,0,7,49,343,0,0,0,0,0,0,NA,0.0049877876333719,8.0532511535491
1241,0,0,86,7396,636056,0,0,0,0,0,0,9,0.161029187430082,7.97315543344413
5477,0,1,1,1,1,0,0,0,0,0,0,3,0.00890114222020266,7.50273821075485
12551,0,0,28,784,21952,0,0,0,0,0,0,-9,0.284182601967503,8.70350676947973
3303,0,0,41,1681,68921,0,0,0,0,0,0,-7,0.173127513247398,8.02518932189084
665,0,0,88,7744,681472,0,0,0,0,0,0,-6,0.633913683178028,8.34450508359052
12009,0,0,60,3600,216000,0,0,0,0,0,0,-3,0.735601392981516,7.71957398925958
16627,0,0,1,1,1,0,0,0,0,0,0,-9,0.169879197923267,8.19007704971905
5990,0,1,7,49,343,0,0,0,0,0,0,-5,0.00243767318324877,8.0040315078527
21760,0,1,14,196,2744,0,0,1,0,0,0,-6,0.717958001448226,5.8805329864007
16979,0,0,44,1936,85184,0,0,0,0,0,0,-7,0.564869517941283,8.82702806850915
8525,0,0,15,225,3375,0,0,0,0,0,0,-8,0.1644128113879,7.45876269238096
17230,0,0,25,625,15625,0,0,0,0,0,0,-10,0.395907681708577,8.79133399330135
9538,0,1,9,81,729,0,0,0,0,0,0,-7,0.2454363757495,7.23056315340929
9904,0,0,20,400,8000,0,0,0,0,0,0,-10,0.107359635811836,7.02997291170639
15840,0,0,0,0,0,0,0,0,0,0,0,NA,0.000718960134486071,8.5814816812986
6334,0,0,54,2916,157464,0,0,0,0,0,0,10,0.00123513911979673,8.09620827165004
16215,0,0,6,36,216,0,0,0,0,0,0,NA,0.00118408437200384,7.56268124672188
23651,0,0,47,2209,103823,0,0,0,0,0,0,6,0.0564781539625496,8.51579221050061
18486,0,0,16,256,4096,0,0,0,0,0,0,-9,0.212312467666839,8.10681603894705
13877,0,0,4,16,64,0,0,0,0,0,0,-8,0.63189615206305,7.09589322109753
17854,0,0,12,144,1728,0,0,0,0,0,0,-6,0.0132113821138211,7.56268124672188
18538,0,0,68,4624,314432,0,0,0,0,0,0,3,0.22986155484558,8.10681603894705
17510,0,0,26,676,17576,0,0,0,0,0,0,-3,0.0860483870967742,6.97073007814353
12118,0,0,5,25,125,0,0,0,0,0,0,-3,0.0157042581035919,8.40312823512826
23711,0,0,37,1369,50653,0,0,0,0,0,0,-10,0.0161231369045202,8.62927109482159
18082,0,0,2,4,8,0,0,0,0,0,0,-7,0.00499375780274657,8.68558484267669
2966,0,0,63,3969,250047,0,0,0,0,0,0,-6,0.306816687367575,8.03300949859667
1878,0,0,8,64,512,0,0,0,0,0,0,-8,0.158106169296987,8.14351740579748
12481,0,0,40,1600,64000,0,0,0,0,0,0,-10,0.0687228717551899,8.69332898912311
4348,0,1,7,49,343,1,1,0,1,1,0,2,0.21685651274356,5.37063802812766
21485,0,0,19,361,6859,0,0,0,0,0,0,-6,0.102384352416807,8.62479120201426
3488,0,0,46,2116,97336,1,0,0,0,0,0,-10,0.0709385365853659,7.73061406606374
3412,0,0,60,3600,216000,0,0,0,0,0,0,-1,0.516048575361007,7.77064523412918
137,0,0,8,64,512,1,0,0,1,0,0,-5,0.31483054118737,6.55819780281227
9143,0,0,67,4489,300763,0,0,0,0,0,0,-8,0.154898438579522,8.69767973226446
13702,0,0,4,16,64,0,0,0,0,0,0,NA,0.0332472562943835,7.46908388492123
19296,0,1,10,100,1000,0,0,0,0,0,0,-9,0.458195364238411,6.2709884318583
7117,0,0,12,144,1728,0,0,0,0,0,0,3,0.117803776207576,9.10952506673737
8700,0,0,3,9,27,0,0,0,0,0,0,-7,0.0274039529202754,8.05642676752298
21467,0,0,1,1,1,0,0,0,0,0,0,-1,0.105902392061023,8.62479120201426
2654,0,1,9,81,729,1,0,0,0,0,0,-9,0.385492668413969,6.97447891102505
19025,0,0,15,225,3375,0,0,0,0,0,0,-9,0.214091004403439,8.7827830173932
9991,0,0,22,484,10648,0,0,0,0,0,0,-6,0.139134203825107,7.14045304310116
2671,0,1,26,676,17576,0,0,0,0,0,0,-5,0.512196797911084,6.97447891102505
13599,0,0,21,441,9261,0,0,0,0,0,0,-8,0.0244846757832463,8.71588010229646
16088,0,0,3,9,27,0,0,0,0,0,0,NA,0.000592862513737058,8.56826646160024
4879,0,1,55,3025,166375,0,0,0,0,0,0,6,0.0560628597466127,8.81314100828505
3038,0,0,45,2025,91125,0,0,0,0,0,0,0,0.729948026408203,8.08147504013705
10034,0,0,65,4225,274625,0,0,0,0,0,0,-7,0.169876716535779,7.14045304310116
6346,0,0,66,4356,287496,0,0,0,0,0,0,10,0.00166317767003198,8.09620827165004
20456,0,0,81,6561,531441,0,0,0,0,0,0,-10,0.645921735030646,8.74735207762435
10212,0,0,3,9,27,0,0,0,0,0,0,-3,NA,7.37963215260955
3917,0,0,29,841,24389,0,0,0,0,0,0,-3,0.115571239523599,7.34923082461333
6050,0,1,6,36,216,1,0,0,0,0,0,5,0.000842780632357339,7.98002359231065
9460,0,0,44,1936,85184,0,0,0,0,0,0,-9,0.187143400532522,7.04925484125584
16787,0,0,32,1024,32768,0,0,0,0,0,0,-6,0.103368176538908,8.04622910107538
19781,0,0,36,1296,46656,0,0,0,0,0,0,-1,0.250324441240087,7.52131798019924
3325,0,0,63,3969,250047,0,0,0,0,0,0,5,0.192037519397029,8.02518932189084
18241,0,0,80,6400,512000,0,0,0,0,0,0,-5,0.165990040056295,7.6515955738576
9172,0,0,11,121,1331,0,0,0,0,0,0,3,0.631331160432511,8.75904072752422
9158,0,0,82,6724,551368,0,0,0,0,0,0,-8,0.092925604746691,8.69767973226446
17105,0,0,80,6400,512000,0,0,0,0,0,0,-4,0.0623679323813793,8.55929436743487
12345,0,0,68,4624,314432,0,0,0,0,0,0,-8,0.481618694784839,8.52218073292728
3375,0,0,23,529,12167,0,0,0,0,0,0,-3,0.676548489313955,7.77064523412918
1619,0,0,0,0,0,0,0,0,0,0,0,NA,0.0655058043117745,7.78447323573647
7588,0,0,58,3364,195112,0,0,0,0,0,0,-3,0.998650667028752,8.18618599422608
